Design Points,extrusion,angle_1,radius_small,radius_large,distance_between_circles,frame_fillet_radius,angle_2,ply_angle_1,ply_angle_2,ply_angle_3,ply_angle_4,ply_angle_5,ply_angle_6,ply_angle_7,ply_angle_8,ply_angle_9,ply_angle_10,ply_angle_11,ply_angle_12,ply_angle_13,ply_angle_14,ply_angle_15,ply_angle_16,ply_angle_17,ply_angle_18,ply_angle_19,ply_angle_20,ply_angle_21,ply_angle_22,ply_angle_23,ply_angle_24,ply_angle_25,ply_angle_26,ply_angle_27,ply_angle_28,ply_angle_29,ply_angle_30,ply_angle_31,ply_angle_32,ply_angle_33,ply_angle_34,ply_angle_35,ply_angle_36,ply_angle_37,ply_angle_38,ply_angle_39,ply_angle_40,ply_angle_41,ply_angle_42,ply_angle_43,ply_angle_44,ply_angle_45,ply_angle_46,ply_angle_47,ply_angle_48,ply_angle_49,ply_angle_50,ply_angle_51,ply_angle_52,ply_angle_53,ply_angle_54,ply_angle_55,ply_angle_56,ply_angle_57,ply_angle_58,ply_angle_59,ply_angle_60,ply_angle_61,ply_angle_62,ply_angle_63,ply_angle_64,ply_angle_65,ply_angle_66,ply_angle_67,ply_angle_68,ply_angle_69,ply_angle_70,ply_angle_71,ply_angle_72,ply_angle_73,ply_angle_74,ply_angle_75,ply_angle_76,ply_angle_77,ply_angle_78,ply_angle_79,ply_angle_80,ply_angle_81,ply_angle_82,ply_angle_83,ply_angle_84,ply_angle_85,ply_angle_86,ply_angle_87,ply_angle_88,ply_angle_89,ply_angle_90,ply_angle_91,ply_angle_92,ply_angle_93,ply_angle_94,ply_angle_95,ply_angle_96,ply_angle_97,ply_angle_98,ply_angle_99,ply_angle_100,ply_active_'''''''True,ply_active_2,ply_active_3,ply_active_4,ply_active_5,ply_active_6,ply_active_7,ply_active_8,ply_active_9,ply_active_'''''''True'''''''False,ply_active_'''''''True'''''''True,ply_active_'''''''True2,ply_active_'''''''True3,ply_active_'''''''True4,ply_active_'''''''True5,ply_active_'''''''True6,ply_active_'''''''True7,ply_active_'''''''True8,ply_active_'''''''True9,ply_active_2'''''''False,ply_active_2'''''''True,ply_active_22,ply_active_23,ply_active_24,ply_active_25,ply_active_26,ply_active_27,ply_active_28,ply_active_29,ply_active_3'''''''False,ply_active_3'''''''True,ply_active_32,ply_active_33,ply_active_34,ply_active_35,ply_active_36,ply_active_37,ply_active_38,ply_active_39,ply_active_4'''''''False,ply_active_4'''''''True,ply_active_42,ply_active_43,ply_active_44,ply_active_45,ply_active_46,ply_active_47,ply_active_48,ply_active_49,ply_active_5'''''''False,ply_active_5'''''''True,ply_active_52,ply_active_53,ply_active_54,ply_active_55,ply_active_56,ply_active_57,ply_active_58,ply_active_59,ply_active_6'''''''False,ply_active_6'''''''True,ply_active_62,ply_active_63,ply_active_64,ply_active_65,ply_active_66,ply_active_67,ply_active_68,ply_active_69,ply_active_7'''''''False,ply_active_7'''''''True,ply_active_72,ply_active_73,ply_active_74,ply_active_75,ply_active_76,ply_active_77,ply_active_78,ply_active_79,ply_active_8'''''''False,ply_active_8'''''''True,ply_active_82,ply_active_83,ply_active_84,ply_active_85,ply_active_86,ply_active_87,ply_active_88,ply_active_89,ply_active_9'''''''False,ply_active_9'''''''True,ply_active_92,ply_active_93,ply_active_94,ply_active_95,ply_active_96,ply_active_97,ply_active_98,ply_active_99,ply_active_'''''''True'''''''False'''''''False
dp664,200,10,21.72582596,66.4529356,159.4918007,21.46456634,20,0,90,0,0,90,0,90,45,0,-45,90,90,0,0,0,0,90,0,0,0,0,90,90,90,90,90,0,90,-45,90,-45,90,45,0,90,90,90,0,0,45,45,0,0,90,90,90,0,45,90,-45,90,-45,90,0,90,90,90,90,90,0,0,0,0,90,0,0,0,0,90,90,-45,0,45,90,0,90,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dp665,200,10,15.66696195,51.53064186,131.6833909,26.19432137,20,0,90,90,90,90,90,90,90,0,90,0,-45,45,0,45,0,-45,0,90,90,45,90,0,0,0,90,-45,0,45,-45,-45,-45,45,45,90,0,0,90,45,45,-45,-45,-45,45,0,-45,90,0,0,0,90,45,90,90,0,-45,0,45,0,45,-45,0,90,0,90,90,90,90,90,90,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dp666,200,10,18.88642991,69.41098882,168.1821587,19.76281065,20,45,0,90,-45,0,90,90,90,90,90,90,0,0,0,90,90,90,90,90,90,0,-45,90,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dp667,200,10,25.22087908,48.29796906,139.6923323,31.64060178,20,45,90,45,45,0,-45,90,0,90,90,0,90,-45,45,0,0,-45,90,45,90,-45,-45,45,90,-45,0,45,45,-45,45,0,-45,45,90,-45,-45,0,0,90,90,90,90,0,0,-45,-45,90,45,-45,0,45,-45,45,45,0,-45,90,45,-45,-45,90,45,90,-45,0,0,45,-45,90,0,90,90,0,90,-45,0,45,45,90,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dp668,200,10,24.08104548,73.73371237,149.3853397,28.6126254,20,0,45,45,0,0,0,90,-45,0,90,90,90,90,0,90,90,0,0,0,90,90,90,-45,90,45,90,45,45,-45,90,90,0,0,-45,45,-45,-45,-45,-45,45,-45,0,0,90,90,-45,45,45,90,45,90,-45,90,90,90,0,0,0,90,90,0,90,90,90,90,0,-45,90,0,0,0,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dp669,200,10,17.76490668,44.18641904,166.6464996,23.7358075,20,0,90,45,0,90,45,90,45,90,0,0,-45,-45,90,90,0,90,0,45,90,90,90,0,-45,0,0,45,0,0,90,0,90,90,-45,45,45,0,90,90,-45,-45,90,0,-45,0,0,90,0,0,-45,0,90,-45,-45,90,90,0,45,45,-45,90,90,0,90,0,0,45,0,0,-45,0,90,90,90,45,0,90,0,90,90,-45,-45,0,0,90,45,90,45,90,0,45,90,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
dp670,200,10,15.30678982,62.06017366,135.5969503,30.18941605,20,0,90,0,90,-45,90,0,0,45,90,45,0,0,90,-45,90,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dp671,200,10,21.34734347,55.57215457,152.1340278,18.39985085,20,45,45,0,90,-45,0,0,0,-45,45,-45,0,-45,90,90,0,90,90,0,0,45,90,-45,90,0,90,0,-45,0,90,90,90,45,-45,0,90,45,45,0,90,90,90,90,0,45,45,90,0,-45,45,90,90,90,0,-45,0,90,0,90,-45,90,45,0,0,90,90,0,90,90,-45,0,-45,45,-45,0,0,0,-45,90,0,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dp672,200,10,21.2230689,74.6483372,170.6507148,24.6459638,20,90,0,90,-45,0,45,0,90,90,45,0,45,0,0,0,0,0,90,45,90,90,-45,-45,-45,0,0,90,45,45,0,-45,-45,90,90,90,0,90,90,-45,45,0,90,90,0,90,0,90,90,0,45,-45,90,90,0,90,90,90,-45,-45,0,45,45,90,0,0,-45,-45,-45,90,90,45,90,0,0,0,0,0,45,0,45,90,90,0,45,0,-45,90,0,90,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
dp673,200,10,15.37275057,42.8521594,142.8431968,27.70957874,20,0,90,0,0,45,0,-45,90,-45,0,0,90,0,90,0,45,90,0,90,0,-45,45,0,0,45,0,-45,0,90,0,90,-45,90,45,0,0,0,45,90,-45,90,0,90,0,-45,0,45,0,0,45,-45,0,90,0,90,45,0,90,0,90,0,0,-45,90,-45,0,45,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dp674,200,10,18.07679032,61.00490721,157.0162064,19.18505287,20,0,90,45,90,90,90,90,90,90,-45,-45,90,90,90,90,90,90,45,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dp675,200,10,23.82730471,56.76580585,128.5285781,29.39670384,20,0,-45,0,45,-45,90,90,0,90,45,0,45,0,90,0,45,0,0,0,-45,0,-45,90,0,0,90,0,-45,0,45,90,90,0,90,90,45,0,-45,0,90,0,0,90,-45,0,-45,0,0,0,45,0,90,0,45,0,45,90,0,90,90,-45,45,0,-45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dp676,200,10,24.95870991,65.11536262,138.0506121,25.46772741,20,90,0,-45,90,90,0,-45,90,0,0,0,0,0,0,90,90,0,45,0,0,0,90,-45,0,0,0,0,0,90,0,-45,0,90,90,0,0,90,0,0,45,45,45,0,0,90,90,0,0,-45,45,45,-45,0,0,90,90,0,0,45,45,45,0,0,90,0,0,90,90,0,-45,0,90,0,0,0,0,0,-45,90,0,0,0,45,0,90,90,0,0,0,0,0,0,90,-45,0,90,90,-45,0,90,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
dp677,200,10,19.18402543,52.44418549,155.3109446,22.1986991,20,45,45,0,0,0,45,45,0,-45,0,-45,45,-45,90,90,45,90,90,90,0,0,0,45,0,90,90,0,90,90,0,-45,90,-45,0,-45,0,45,90,0,-45,90,-45,90,-45,90,-45,0,90,45,0,-45,0,-45,90,-45,0,90,90,0,90,90,0,45,0,0,0,90,90,90,45,90,90,-45,45,-45,0,-45,0,45,45,0,0,0,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dp678,200,10,15.74133965,70.60791909,146.9387159,30.78902492,20,90,90,0,90,90,90,90,0,45,45,90,90,-45,45,90,90,0,90,90,-45,90,0,90,-45,-45,90,0,90,-45,90,90,0,90,90,45,-45,90,90,45,45,0,90,90,90,90,0,90,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dp679,200,10,21.61582808,47.24381813,163.473531,20.60724926,20,0,90,45,90,90,0,45,-45,-45,0,90,90,0,0,0,0,0,0,0,90,90,0,-45,-45,45,0,90,90,45,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dp680,200,10,22.6938768,64.02964159,151.8070409,32.29173297,20,-45,45,0,0,45,0,0,90,-45,45,0,-45,-45,0,45,-45,90,0,0,45,0,0,45,-45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dp681,200,10,16.91333598,58.10295701,134.6111565,20.06197897,20,90,90,0,90,0,0,90,-45,0,-45,0,45,90,45,-45,0,0,90,0,-45,90,-45,-45,0,-45,45,90,90,45,0,0,45,45,0,-45,45,90,0,45,90,45,-45,45,90,-45,-45,90,45,-45,45,90,45,0,90,45,-45,0,45,45,0,0,45,90,90,45,-45,0,-45,-45,90,-45,0,90,0,0,-45,45,90,45,0,-45,0,-45,90,0,0,90,0,90,90,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False
dp682,200,10,19.51203213,76.26451689,165.616675,26.48069002,20,90,45,90,-45,90,45,-45,90,0,90,0,0,90,-45,45,-45,-45,-45,0,45,0,0,0,90,0,45,90,45,0,90,90,-45,45,-45,45,0,0,-45,90,45,90,45,90,-45,0,0,45,-45,45,-45,90,90,0,45,90,45,0,90,0,0,0,45,0,-45,-45,-45,45,-45,90,0,0,90,0,90,-45,45,90,-45,90,45,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dp683,200,10,25.38065815,46.15589347,149.1022125,22.1028982,20,45,-45,-45,90,90,90,0,0,45,0,90,0,45,90,45,0,0,0,90,0,0,-45,0,90,-45,0,0,0,0,0,45,90,0,-45,90,90,90,90,90,-45,0,90,45,0,0,0,0,0,-45,90,0,-45,0,0,90,0,0,0,45,90,45,0,90,0,45,0,0,90,90,90,-45,-45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dp684,200,10,23.49925169,71.38073127,139.3158184,17.64571926,20,90,90,45,90,45,90,-45,90,90,90,0,-45,0,0,90,45,90,90,45,0,90,90,-45,-45,90,90,90,-45,-45,90,90,0,45,90,90,45,90,0,0,-45,0,90,90,90,-45,90,45,90,45,90,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dp685,200,10,17.65479542,50.82904629,167.0589526,30.02253786,20,-45,0,90,-45,0,0,0,45,90,45,-45,0,0,0,45,90,90,90,90,90,45,0,0,0,-45,45,90,45,0,0,0,-45,90,0,-45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dp686,200,10,14.29474816,68.98401491,130.6042163,23.55243926,20,90,90,45,90,0,45,-45,0,90,45,90,90,-45,45,0,90,-45,0,45,-45,0,45,0,-45,90,0,90,-45,90,0,90,90,0,90,-45,90,0,90,-45,0,45,0,-45,45,0,-45,90,0,45,-45,90,90,45,90,0,-45,45,0,90,45,90,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dp687,200,10,20.05111924,53.50039082,159.0714277,27.84200342,20,0,45,0,90,90,0,90,90,90,90,90,-45,-45,90,90,45,45,90,90,-45,-45,90,90,90,90,90,0,90,90,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dp688,200,10,20.5049556,67.01792747,144.5810293,19.53155914,20,90,45,0,90,45,90,-45,0,-45,90,0,90,-45,90,90,90,0,45,90,0,90,45,0,90,90,90,-45,90,0,90,-45,0,-45,90,45,90,0,45,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dp689,200,10,14.6377801,55.46624222,161.7992404,31.87913102,20,90,45,0,-45,0,0,0,90,45,-45,0,-45,90,0,90,-45,45,90,90,0,90,0,45,0,0,45,0,90,0,90,90,45,-45,90,0,90,-45,0,-45,45,90,0,0,0,-45,0,45,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dp690,200,10,17.2890496,73.34654351,136.5944979,21.69567491,20,90,0,90,-45,-45,0,45,90,0,45,0,0,0,-45,90,-45,90,90,0,0,90,-45,0,45,45,90,-45,45,0,0,90,-45,45,0,90,90,90,-45,0,0,90,45,45,45,45,90,0,0,-45,90,90,90,0,45,-45,90,0,0,45,-45,90,45,45,0,-45,90,0,0,90,90,-45,90,-45,0,0,0,45,0,90,45,0,-45,-45,90,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
